photo_id,query,filename,save_path,alt_description,description,width,height,color,blur_hash,created_at,updated_at,promoted_at,user_name,user_username,user_portfolio_url,unsplash_page,download_location,image_url_regular,image_url_small,image_url_full,source,download_status,has_people,has_protective_medical_staff,confidence,tags,people_count_range,reason,model_raw_output,error
6074920,covid 19,6074920_Top_view_of_crop_faceless_female_doctor_in_latex_gloves_demonstrating_heap_of_ampoules_with_COVID_vaccine_against_pink_b.jpg,data/raw\6074920_Top_view_of_crop_faceless_female_doctor_in_latex_gloves_demonstrating_heap_of_ampoules_with_COVID_vaccine_against_pink_b.jpg,Top view of crop faceless female doctor in latex gloves demonstrating heap of ampoules with COVID vaccine against pink background,,6240,4160,#D790AC,,,,,Alena Shekhovtcova,,https://www.pexels.com/@alena-shekhovtcova,https://www.pexels.com/photo/unrecognizable-scientist-showing-covid-19-vaccines-in-pink-studio-6074920/,,https://images.pexels.com/photos/6074920/pexels-photo-6074920.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/6074920/pexels-photo-6074920.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/6074920/pexels-photo-6074920.jpeg,pexels,success,1.0,0.0,0.95,['gloves'],unknown,手上有手套，但没有明显的防护服或口罩等防护装备。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""gloves""],
  ""reason"": ""手上有手套，但没有明显的防护服或口罩等防护装备。""
}
```",
5995305,covid 19,5995305_A_row_of_COVID-19_vaccine_vials_on_a_blue_background__symbolizing_the_pandemic_response..jpg,data/raw\5995305_A_row_of_COVID-19_vaccine_vials_on_a_blue_background__symbolizing_the_pandemic_response..jpg,"A row of COVID-19 vaccine vials on a blue background, symbolizing the pandemic response.",,4480,6720,#7BC6E0,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/clear-plastic-bottle-on-blue-table-5995305/,,https://images.pexels.com/photos/5995305/pexels-photo-5995305.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5995305/pexels-photo-5995305.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5995305/pexels-photo-5995305.jpeg,pexels,success,0.0,0.0,0.95,['vaccination'],unknown,图片中显示的是疫苗瓶，没有出现人员或防护服。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination""],
  ""reason"": ""图片中显示的是疫苗瓶，没有出现人员或防护服。""
}
```",
5995167,covid 19,5995167_Close-up_of_COVID-19_vaccine_vials_arranged_diagonally_on_a_blue_surface..jpg,data/raw\5995167_Close-up_of_COVID-19_vaccine_vials_arranged_diagonally_on_a_blue_surface..jpg,Close-up of COVID-19 vaccine vials arranged diagonally on a blue surface.,,4480,6720,#9DCCDD,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/covid-19-vials-on-blue-surface-5995167/,,https://images.pexels.com/photos/5995167/pexels-photo-5995167.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5995167/pexels-photo-5995167.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5995167/pexels-photo-5995167.jpeg,pexels,success,0.0,0.0,0.95,['vaccination'],unknown,图片中显示的是疫苗瓶，没有出现任何人员或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination""],
  ""reason"": ""图片中显示的是疫苗瓶，没有出现任何人员或医务人员。""
}
```",
7722848,covid 19,7722848_Close-up_of_COVID-19_vaccine_labels_arranged_in_rows__ideal_for_healthcare_stock_images..jpg,data/raw\7722848_Close-up_of_COVID-19_vaccine_labels_arranged_in_rows__ideal_for_healthcare_stock_images..jpg,"Close-up of COVID-19 vaccine labels arranged in rows, ideal for healthcare stock images.",,3688,5532,#A2A09E,,,,,Tara Winstead,,https://www.pexels.com/@tara-winstead,https://www.pexels.com/photo/covid-19-vaccine-bandages-in-close-up-shot-7722848/,,https://images.pexels.com/photos/7722848/pexels-photo-7722848.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/7722848/pexels-photo-7722848.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/7722848/pexels-photo-7722848.jpeg,pexels,success,0.0,0.0,0.95,['COVID-19 Vaccine'],unknown,图片内容主要由多个重复的 'COVID-19 Vaccine' 标签组成，没有显示任何人物或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""COVID-19 Vaccine""],
  ""reason"": ""图片内容主要由多个重复的 'COVID-19 Vaccine' 标签组成，没有显示任何人物或医务人员。""
}
```",
3970333,covid 19,3970333_Close-up_of_COVID-19_statistics_showing_confirmed_cases_globally..jpg,data/raw\3970333_Close-up_of_COVID-19_statistics_showing_confirmed_cases_globally..jpg,Close-up of COVID-19 statistics showing confirmed cases globally.,,2333,3500,#292125,,,,,Markus Spiske,,https://www.pexels.com/@markusspiske,https://www.pexels.com/photo/coronavirus-statistics-on-screen-3970333/,,https://images.pexels.com/photos/3970333/pexels-photo-3970333.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3970333/pexels-photo-3970333.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3970333/pexels-photo-3970333.jpeg,pexels,success,0.0,0.0,0.95,"['coronavirus', 'covid-19', 'total confirmed']",unknown,图片中没有显示任何人物或医疗人员，也没有明显的防护装备。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""coronavirus"", ""covid-19"", ""total confirmed""],
  ""reason"": ""图片中没有显示任何人物或医疗人员，也没有明显的防护装备。""
}
```",
3951600,covid 19,3951600_Person_holding_COVID-19_sign_surrounded_by_yellow_stop_tape__symbolizing_quarantine_and_safety..jpg,data/raw\3951600_Person_holding_COVID-19_sign_surrounded_by_yellow_stop_tape__symbolizing_quarantine_and_safety..jpg,"Person holding COVID-19 sign surrounded by yellow stop tape, symbolizing quarantine and safety.",,5970,3980,#C4C4BA,,,,,cottonbro studio,,https://www.pexels.com/@cottonbro,https://www.pexels.com/photo/person-holding-covid-sign-3951600/,,https://images.pexels.com/photos/3951600/pexels-photo-3951600.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3951600/pexels-photo-3951600.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3951600/pexels-photo-3951600.jpeg,pexels,success,1.0,0.0,0.95,"['ppe', 'mask', 'covid_sign']",unknown,图片中有一个人手持写着'COVID19'的标志牌，周围有黄色警戒线，这可能表示与COVID-19相关的健康警告或限制措施。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""ppe"", ""mask"", ""covid_sign""],
  ""reason"": ""图片中有一个人手持写着'COVID19'的标志牌，周围有黄色警戒线，这可能表示与COVID-19相关的健康警告或限制措施。""
}
```",
3923164,covid 19,3923164_Hands_arranging_white_pills_to_spell__COVID-19__on_a_gray_surface__symbolizing_medical_and_health_themes..jpg,data/raw\3923164_Hands_arranging_white_pills_to_spell__COVID-19__on_a_gray_surface__symbolizing_medical_and_health_themes..jpg,"Hands arranging white pills to spell 'COVID-19' on a gray surface, symbolizing medical and health themes.",,5644,3763,#A4A1A0,,,,,cottonbro studio,,https://www.pexels.com/@cottonbro,https://www.pexels.com/photo/pills-on-gray-background-3923164/,,https://images.pexels.com/photos/3923164/pexels-photo-3923164.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/3923164/pexels-photo-3923164.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/3923164/pexels-photo-3923164.jpeg,pexels,success,1.0,0.0,0.95,['covid_sign'],unknown,图片中有手指指向'COVID-19'字样，这通常与医疗相关。,"```json
{
  ""has_people"": 1,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""covid_sign""],
  ""reason"": ""图片中有手指指向'COVID-19'字样，这通常与医疗相关。""
}
```",
5994631,covid 19,5994631_Close-up_of_a_COVID-19_vaccine_vial_on_a_light_blue_backdrop__representing_medical_science..jpg,data/raw\5994631_Close-up_of_a_COVID-19_vaccine_vial_on_a_light_blue_backdrop__representing_medical_science..jpg,"Close-up of a COVID-19 vaccine vial on a light blue backdrop, representing medical science.",,4404,6606,#82CFEC,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/labeled-bottle-on-a-light-blue-background-5994631/,,https://images.pexels.com/photos/5994631/pexels-photo-5994631.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5994631/pexels-photo-5994631.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5994631/pexels-photo-5994631.jpeg,pexels,success,0.0,0.0,0.95,['vaccination'],unknown,图片中只有一个疫苗瓶，没有显示任何人员或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""vaccination""],
  ""reason"": ""图片中只有一个疫苗瓶，没有显示任何人员或医务人员。""
}
```",
11624145,covid 19,11624145_Close-up_of_a_COVID-19_rapid_antigen_test_kit_showing_the_testing_strip_and_swab..jpg,data/raw\11624145_Close-up_of_a_COVID-19_rapid_antigen_test_kit_showing_the_testing_strip_and_swab..jpg,Close-up of a COVID-19 rapid antigen test kit showing the testing strip and swab.,,4800,3200,#D9D9E1,,,,,adrian vieriu,,https://www.pexels.com/@printexstar,https://www.pexels.com/photo/close-up-of-a-rapid-antigen-test-kit-11624145/,,https://images.pexels.com/photos/11624145/pexels-photo-11624145.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/11624145/pexels-photo-11624145.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/11624145/pexels-photo-11624145.jpeg,pexels,success,0.0,0.0,0.95,['testing'],unknown,图片中只有一张新冠病毒抗原检测卡，没有显示人或医务人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""testing""],
  ""reason"": ""图片中只有一张新冠病毒抗原检测卡，没有显示人或医务人员。""
}
```",
5994833,covid 19,5994833_Pills_arranged_to_spell_COVID-19_on_a_vibrant_red_background__symbolizing_medical_response..jpg,data/raw\5994833_Pills_arranged_to_spell_COVID-19_on_a_vibrant_red_background__symbolizing_medical_response..jpg,"Pills arranged to spell COVID-19 on a vibrant red background, symbolizing medical response.",,5068,3379,#ED1E09,,,,,Maksim Goncharenok,,https://www.pexels.com/@maksgelatin,https://www.pexels.com/photo/medication-pills-on-red-surface-5994833/,,https://images.pexels.com/photos/5994833/pexels-photo-5994833.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,https://images.pexels.com/photos/5994833/pexels-photo-5994833.jpeg?auto=compress&cs=tinysrgb&h=130,https://images.pexels.com/photos/5994833/pexels-photo-5994833.jpeg,pexels,success,0.0,0.0,0.95,['covid_sign'],unknown,图片中的文字'COVID-19'使用了彩色药丸拼成，没有显示任何人物或医疗人员。,"```json
{
  ""has_people"": 0,
  ""has_protective_medical_staff"": 0,
  ""confidence"": 0.95,
  ""tags"": [""covid_sign""],
  ""reason"": ""图片中的文字'COVID-19'使用了彩色药丸拼成，没有显示任何人物或医疗人员。""
}
```",
